"filename","station","cast","tripl","depth","spindir","date_run","time","lat","lon","DCM_depth","abs_depth","sla","cruise"
"180821_Smp_MS8C115m_C.mzML","MS8","1","C","15m","anticyclonic","2018-08-21","2017-06-30 18:11:24",25.925,-158.1235,"122","15","0.2026","mesotransect"
"180821_Smp_MS8C1175m_A.mzML","MS8","1","A","175m","anticyclonic","2018-08-21","2017-06-30 18:11:24",25.925,-158.1235,"122","175","0.2026","mesotransect"
"180821_Smp_MS8C1175m_B.mzML","MS8","1","B","175m","anticyclonic","2018-08-21","2017-06-30 18:11:24",25.925,-158.1235,"122","175","0.2026","mesotransect"
"180821_Smp_MS8C1175m_C.mzML","MS8","1","C","175m","anticyclonic","2018-08-21","2017-06-30 18:11:24",25.925,-158.1235,"122","175","0.2026","mesotransect"
"180821_Smp_MS8C1DCM_A.mzML","MS8","1","A","DCM","anticyclonic","2018-08-21","2017-06-30 18:11:24",25.925,-158.1235,"122","122","0.2026","mesotransect"
"180821_Smp_MS8C1DCM_B.mzML","MS8","1","B","DCM","anticyclonic","2018-08-21","2017-06-30 18:11:24",25.925,-158.1235,"122","122","0.2026","mesotransect"
"180821_Smp_MS8C1DCM_C.mzML","MS8","1","C","DCM","anticyclonic","2018-08-21","2017-06-30 18:11:24",25.925,-158.1235,"122","122","0.2026","mesotransect"
"180821_Smp_MS9C215m_A.mzML","MS9","2","A","15m","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","15","0.1384","mesotransect"
"180821_Smp_MS9C215m_B.mzML","MS9","2","B","15m","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","15","0.1384","mesotransect"
"180821_Smp_MS9C215m_C.mzML","MS9","2","C","15m","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","15","0.1384","mesotransect"
"180821_Smp_MS9C2175m_A.mzML","MS9","2","A","175m","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","175","0.1384","mesotransect"
"180821_Smp_MS9C2175m_B.mzML","MS9","2","B","175m","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","175","0.1384","mesotransect"
"180821_Smp_MS9C2175m_C.mzML","MS9","2","C","175m","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","175","0.1384","mesotransect"
"180821_Smp_MS9C2DCM_A.mzML","MS9","2","A","DCM","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","110","0.1384","mesotransect"
"180821_Smp_MS9C2DCM_B.mzML","MS9","2","B","DCM","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","110","0.1384","mesotransect"
"180821_Smp_MS9C2DCM_C.mzML","MS9","2","C","DCM","anticyclonic","2018-08-21","2017-06-30 23:32:21",25.679,-158.225,"110","110","0.1384","mesotransect"
"180821_Poo_Day1and2Poo_Full1.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Full2.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Full3.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Full4.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Full5.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Full6.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Half1.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Half2.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Half3.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Half4.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Half5.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Poo_Day1and2Poo_Half6.mzML","Poo","Poo","Poo","Poo","Poo","2018-08-21",NA,NA,NA,"Poo","Poo","Poo","mesotransect"
"180821_Std_4uMStdsMix1InH2O_1.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix1InH2O_2.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix1InH2O_3.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix1InMatrix_1.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix1InMatrix_2.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix1InMatrix_3.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix2InH2O_1.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix2InH2O_2.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix2InH2O_3.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix2InMatrix_1.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix2InMatrix_2.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_4uMStdsMix2InMatrix_3.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_H2OInMatrix_1.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_H2OInMatrix_2.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"180821_Std_H2OInMatrix_3.mzML","Std","Std","Std","Std","Std","2018-08-21",NA,NA,NA,"Std","Std","Std","mesotransect"
"170706_Blk_Blk0p2_1.mzML","Blk","Blk","Blk","Blk","Blk","2017-07-06",NA,NA,NA,"Blk","Blk","Blk","mesotransect"
"170706_Blk_Blk0p2_2.mzML","Blk","Blk","Blk","Blk","Blk","2017-07-06",NA,NA,NA,"Blk","Blk","Blk","mesotransect"
